MUST,✅,AC-04,Cost per session tracked; alert if outside $0.15–$0.25 range,
SHOULD,✅,AC-05,Cache hit rate: (cache hits / total teach calls) > 55% target,AITutorTurnLog.cached field
,Done,F-ADM-013 Hallucination & Safety Flag Review,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01,Safety layer in every session prompt; safety_event written on trigger,"SafetyEvent, lib/safety/, lib/guardrails.ts"
MUST,✅,AC-02,Admin queries safety events daily; reviewed within 2 h,/api/admin/safety-events
MUST,✅,AC-03,Low-groundedness responses flagged; admin reviews weekly summary,/api/admin/sessions/groundedness-summary
MUST,✅,AC-04,Hallucination detected → concept suspended (feature flag) until fixed,/api/admin/concepts/[id]/suspend
MUST,✅,AC-05,Student jailbreak detected → admin can suspend account,/api/admin/users/[id] suspend action
,Done,F-ADM-020 User Account Operations,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01,"View any user: profile, subscription, sessions, knowledge graph, payments",/api/admin/users/[id]
MUST,✅,AC-02,Suspend (temporary) or deactivate (permanent + DPDP deletion),
MUST,✅,AC-03,Manual grade change with audit log entry; triggers diagnostic reset,Audit log wired; grade change endpoint
MUST,✅,AC-04,Reset diagnostic for a subject; audit logged; student notified,/api/admin/users/[id]/reset-diagnostic
SHOULD,✅,AC-05,Duplicate account detection (same mobile/device fingerprint),/api/admin/users/duplicates
SHOULD,✅,AC-06,Merge two accounts (preserve better subscription + higher mastery + full history),/api/admin/users/[id]/merge-into/[targetId]
,Done,F-ADM-021 Subscription & Payment Operations,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01,Extend subscription by N days with reason; audit logged,/api/admin/subscriptions/[id]/extend
MUST,✅,AC-02,Manual refund: mark in system + Razorpay dashboard step required,/api/admin/payments/[id]/refund
SHOULD,⚠️,AC-03,"Custom discount coupon: % or fixed, one-time or recurring, expiry, per-student or batch",PromotionCandidate model; coupon code system not confirmed fully built
MUST,✅,AC-04,Full payment event history per student; all webhook events,PaymentEvent model
MUST,✅,AC-05,"Subscription analytics: MRR, ARR, churn, trial-to-paid, avg duration",/api/admin/metrics/growth
,Done,F-ADM-030 Core Growth Metrics,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01–06,"DAS, WAS, sessions/student/week, conversion, MRR, churn","/api/admin/metrics/growth, saved query infrastructure"
SHOULD,⚠️,AC-07,LTV/CAC tracked manually,MRR data available; LTV/CAC calculation not automated
,Done,F-ADM-031 Learning Outcome Metrics,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01,Avg mastery gain per session > 0.05 target,/api/admin/metrics/learning-outcomes
MUST,✅,AC-02,Chapter completion rate > 60%,
MUST,✅,AC-03,Mock exam score improvement: > 70% students show positive trend,
SHOULD,✅,AC-04,Hint dependency rate; > 80% all-3-hints → content review,/api/admin/metrics/hint-dependency
SHOULD,✅,AC-05,SRS compliance: % due cards completed on schedule > 65%,/api/admin/metrics/srs-compliance
,Done,F-ADM-032 Platform Health Metrics,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01–06,"Session error rate, AI p95 latency, question gen failure, Neon pool, Redis memory, VPS CPU/mem","SystemMetricSample, SystemAlert, /api/admin/system/*, heartbeatWatchdog"
,Done,F-ADM-040 DPDP Compliance,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01–06,"Parental consent, data minimisation, right to erasure, data localisation, no PII to AI, breach response","Consent, DeletionRequest, dataDeletionWorker, PII redaction layer"
,Done,F-ADM-041 Audit Logging,,
Priority,Status,AC#,Criterion,Notes
MUST,✅,AC-01,"All admin actions logged: admin_id, action, entity, old/new value, timestamp, IP",AuditLog
MUST,✅,AC-02,Append-only; no admin can delete,
MUST,✅,AC-03,"Security events: failed logins, role changes, subscription adjustments, suspensions",
MUST,✅,AC-04,Retained 7 years; after 1 year archived to R2,auditArchivalWorker
,,SUMMARY — GAPS BY PRIORITY,,
,,❌ Missing — MUST-priority (launch-blocking),,
AC#,Gap,#,Feature,
AC-01–05,Entire interactive canvas UI absent; backend stubs only,1,F-STU-014 Virtual Whiteboard,
AC-04,AI-predicted score range not implemented,2,F-STU-023 Exam Readiness,
AC-06,≥ 5 unique mocks per subject seeded on Neon — needs verification/action,3,F-STU-021 Mock Exam,
AC-03,"""What this means"" tooltip absent on parent dashboard",4,F-PAR-011 Subject Mastery View,
,,❌ Missing — SHOULD-priority (post-launch or deferred acceptable),,
AC#,Gap,#,Feature,
AC-04,Visual calendar timeline UI not built,5,F-STU-003 Learning Path,
AC-06,Manual topic reorder within a week not built,6,F-STU-003 Learning Path,
AC-05,Memory strength bar per concept in knowledge map,7,F-STU-022 SRS,
AC-07,Pre-exam mode (14-day threshold change + notification),8,F-STU-022 SRS,
AC-04,Exam crunch mode UI switch (≤ 14 days),9,F-STU-032 Dashboard,
AC-05,Badge showcase (curate 5 public badges) on profile,10,F-STU-031 XP/Badges,
AC-06,Copy-to-clipboard share on summary screen,11,F-STU-015 Session Summary,
AC-05,Dual timezone display (NRI use case),12,F-PAR-010 Parent Dashboard,
AC-05,"""Predicted time to 80% readiness"" projection",13,F-PAR-012 Study History,
AC-04,Anonymous cohort benchmarking (opt-in),14,F-PAR-011 Mastery View,
,,⚠️ Partial — MUST-priority (needs verification/completion before launch),,
AC#,Gap,#,Feature,
AC-08,Welcome email not confirmed wired to signup,15,F-STU-001 Registration,
AC-07,Partial diagnostic grade-level fallback not confirmed,16,F-STU-002 Diagnostic,
AC-02,40/30/30 question type mix ratio not confirmed enforced,17,F-STU-020 Chapter Test,
AC-04,Cohort percentile in exam report not confirmed,18,F-STU-021 Mock Exam,
AC-05,Post-mock priority plan wiring into report not confirmed,19,F-STU-021 Mock Exam,
AC-01,CLI script wrapper (vs API route) not confirmed,20,F-ADM-001 Ingestion,
AC-04,CBSE Grade 10 Math + Science actually seeded on Neon — needs verification,21,F-ADM-001 Ingestion,
,,,,
,,"Now, moving straight to integration test stabilization.",,
